Query,Output
"Search for objects related to ""ProductY,"" retrieve work items associated with the search results, and add them to a specified sprint.","[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""ProductY""
      }
    ]
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""Sprint-123""
      }
    ]
  }
]"
"Find all work items with ""p2"" priority owned by ""USER-123,"" retrieve the current sprint ID, and then add them to that sprint.","[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": ""p2""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""USER-123""
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
" Search for objects related to ""PartXYZ,"" retrieve work items associated with the search results, and create action items from them.","[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""PartXYZ""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"Find all work items with ""p0"" priority and ""p1"" priority, retrieve the current sprint ID, and then add them to that sprint.","[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""p0"", ""p1""]
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
"Retrieve the current user's ID, find all work items with ""high"" severity owned by that user, and create action items from them.","[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.severity"",
        ""argument_value"": ""high""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[1]""
      }
    ]
  }
]"
" Get the current user's ID, find all work items in the ""development"" stage, owned by that user, and have ""p1"" priority.","[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""development""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""p1""]
      }
    ]
  }
]"
"Search for objects related to ""ComponentX,"" retrieve work items associated with the search results, and add them to a specified sprint.","[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""ComponentX""
      }
    ]
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""Sprint-456""
      }
    ]
  }
]"
"Find all work items in the ""testing"" stage owned by ""USER-789"" and have ""p0"" priority, and then get the current sprint ID.","[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""testing""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""USER-789""
      },
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": ""p0""
      }
    ]
  },
  {
    ""tool_name"": ""get_sprint_id"",
    ""arguments"": []
  }
]"
"Search for objects related to ""ProductA,"" retrieve work items associated with the search results, and summarize them.","[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""ProductA""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"Find all work items with ""p1"" priority and ""p3"" priority and owned by ""USER-123,"" and then create action items from them.","[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""p1"", ""p3""]
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""USER-123""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"Retrieve the current user's ID and then find all work items of type ""ticket"" associated with ""REV-123.""","[
  {
    ""tool_name"": ""who_am_i"",
    ""arguments"": []
  },
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""type"",
        ""argument_value"": ""ticket""
      },
      {
        ""argument_name"": ""ticket.rev_org"",
        ""argument_value"": ""REV-123""
      }
    ]
  }
]"
"Get work items with ""low"" severity and associated with ""email"" source channel, and then create action items from them.","[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.severity"",
        ""argument_value"": ""low""
      },
      {
        ""argument_name"": ""ticket.source_channel"",
        ""argument_value"": ""email""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"Search for objects related to ""ComponentY,"" retrieve work items associated with the search results, and prioritize them.","[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""ComponentY""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"Find all work items with ""p0"" priority and ""p2"" priority and create action items from them.","[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": [""p0"", ""p2""]
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"Get all work items with ""medium"" severity and associated with ""chat"" source channel, and then summarize them.","[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.severity"",
        ""argument_value"": ""medium""
      },
      {
        ""argument_name"": ""ticket.source_channel"",
        ""argument_value"": ""chat""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"Search for objects related to ""CustomerXYZ,"" retrieve work items associated with the search results, and add them to a specified sprint.","[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""CustomerXYZ""
      }
    ]
  },
  {
    ""tool_name"": ""add_work_items_to_sprint"",
    ""arguments"": [
      {
        ""argument_name"": ""work_ids"",
        ""argument_value"": ""$$PREV[0]""
      },
      {
        ""argument_name"": ""sprint_id"",
        ""argument_value"": ""Sprint-789""
      }
    ]
  }
]"
"Get work items associated with ""OrganizationA,"" and then summarize them.","[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""ticket.rev_org"",
        ""argument_value"": ""OrganizationA""
      }
    ]
  },
  {
    ""tool_name"": ""summarize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"Search for objects related to ""ProjectC,"" retrieve work items associated with the search results, and create action items from them.","[
  {
    ""tool_name"": ""search_object_by_name"",
    ""arguments"": [
      {
        ""argument_name"": ""query"",
        ""argument_value"": ""ProjectC""
      }
    ]
  },
  {
    ""tool_name"": ""create_actionable_tasks_from_text"",
    ""arguments"": [
      {
        ""argument_name"": ""text"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
"Find all work items in the ""in-progress"" stage under part ""PART-789,"" owned by ""USER-456,"" and have ""p2"" priority, and then prioritize them.","[
  {
    ""tool_name"": ""works_list"",
    ""arguments"": [
      {
        ""argument_name"": ""stage.name"",
        ""argument_value"": ""in-progress""
      },
      {
        ""argument_name"": ""applies_to_part"",
        ""argument_value"": ""PART-789""
      },
      {
        ""argument_name"": ""owned_by"",
        ""argument_value"": ""USER-456""
      },
      {
        ""argument_name"": ""issue.priority"",
        ""argument_value"": ""p2""
      }
    ]
  },
  {
    ""tool_name"": ""prioritize_objects"",
    ""arguments"": [
      {
        ""argument_name"": ""objects"",
        ""argument_value"": ""$$PREV[0]""
      }
    ]
  }
]"
